District Code	Mean Scale Score	Percentage Advanced	Percentage Proficient	Percentage Basic	Percentage Below Basic	Percentage Far Below Basic
0	285.9	0	0	43	35	22
0	325.3	7	26	30	25	11
0	*	*	*	*	*	*
0	371.1	21	39	23	14	3
0	338.0	14	26	32	15	12
0	336.5	10	24	48	11	7
0	335.2	10	25	42	16	8
0	336.6	8	29	47	10	7
0	332.5	10	22	41	18	9
0	298.0	0	6	43	21	30
0	304.5	0	2	57	30	11
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	346.5	17	28	37	12	7
0	348.2	15	34	38	9	4
0	306.4	1	17	31	39	12
0	294.7	0	12	28	43	16
0	278.4	0	6	18	55	21
0	264.0	0	0	0	58	42
0	292.7	1	11	28	40	21
0	267.5	4	0	11	44	41
0	330.1	8	27	29	30	5
0	288.6	8	11	22	15	44
0	345.6	17	31	31	12	10
0	348.9	19	26	38	10	6
0	313.2	4	13	42	25	17
0	329.3	6	23	49	12	11
0	345.0	16	27	40	11	5
0	295.1	0	4	43	28	26
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	340.2	14	29	36	15	6
0	292.3	1	11	22	44	22
0	297.6	0	14	29	44	14
0	308.5	5	16	27	41	11
0	281.4	0	3	28	44	26
0	311.7	5	19	29	32	15
0	271.1	3	0	18	42	36
0	335.3	10	28	29	28	5
0	337.0	15	26	32	15	13
0	344.4	14	27	44	9	6
0	322.2	6	18	42	21	13
0	329.4	5	23	49	13	9
0	336.2	12	23	41	15	8
0	310.6	0	11	55	19	15
0	305.5	0	4	55	30	11
0	298.5	0	8	33	42	17
0	*	*	*	*	*	*
0	347.1	9	38	36	15	3
0	340.3	10	30	29	24	7
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	39.4	0	0	0	0	0
0	37.3	0	0	0	0	0
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	41.1	0	0	0	0	0
0	39.5	0	0	0	0	0
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	321.9	7	24	35	19	15
0	353.1	20	27	31	18	3
0	304.6	3	17	30	32	17
0	349.8	17	30	28	21	5
0	325.7	10	22	35	19	15
0	338.2	17	25	30	23	5
0	315.7	4	18	42	18	19
0	323.3	6	23	39	16	17
0	337.6	11	28	28	21	12
0	330.9	8	30	36	17	9
0	327.9	10	21	36	24	9
0	319.1	6	23	32	20	19
0	324.6	8	22	34	25	11
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	320.1	4	22	38	27	8
0	306.7	4	15	37	20	25
0	312.4	10	19	26	26	20
0	313.3	6	17	35	23	19
0	320.8	5	24	28	30	13
0	330.4	9	26	28	30	9
0	*	*	*	*	*	*
0	303.2	11	14	16	16	43
0	327.5	11	17	42	18	12
0	*	*	*	*	*	*
0	309.6	6	12	32	24	26
0	286.1	0	11	19	44	26
0	316.8	7	21	30	26	16
0	314.3	4	17	34	32	13
0	281.7	0	5	27	48	20
0	332.4	6	25	44	17	8
0	299.4	3	17	25	19	36
0	307.9	2	8	45	23	22
0	327.3	7	30	33	15	15
0	318.2	10	19	33	19	19
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	309.3	5	17	32	25	21
0	309.8	6	19	30	24	21
0	282.4	0	3	20	57	21
0	272.4	0	5	10	64	20
0	299.3	2	6	40	42	10
0	320.9	7	26	33	22	11
0	277.8	6	6	17	11	61
0	308.4	10	18	20	18	34
0	310.9	3	16	45	9	28
0	298.4	3	8	32	26	32
0	307.5	6	3	32	42	16
0	333.8	13	21	46	21	0
0	*	*	*	*	*	*
0	301.9	4	18	24	31	23
0	278.6	2	0	16	57	25
0	289.0	2	9	23	48	18
0	315.0	3	16	41	31	9
0	320.9	7	26	33	22	11
0	298.6	4	16	23	19	39
0	316.2	6	13	44	18	19
0	313.3	5	20	32	21	23
0	310.9	7	10	33	29	21
0	332.7	9	22	50	19	0
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	308.0	2	18	32	33	15
