District Code	Mean Scale Score	Percentage Advanced	Percentage Proficient	Percentage Basic	Percentage Below Basic	Percentage Far Below Basic
0	318.3	0	40	27	27	7
0	321.1	9	15	44	25	7
0	335.4	11	27	40	17	4
0	364.1	25	41	20	8	5
0	356.3	15	42	30	11	4
0	341.2	15	34	28	19	4
0	324.0	15	22	22	33	7
0	323.1	8	23	31	36	3
0	334.7	12	29	32	21	7
0	321.5	7	21	37	29	6
0	321.7	6	27	33	16	18
0	341.9	17	29	24	23	7
0	351.3	19	28	30	19	5
0	307.4	5	15	38	21	21
0	332.8	10	23	40	22	5
0	352.6	24	29	24	18	5
0	349.3	14	32	30	18	7
0	326.9	6	25	38	20	11
0	332.7	9	24	41	15	11
0	331.9	12	21	43	17	8
0	338.3	16	20	32	23	9
0	336.2	11	27	34	23	6
0	326.3	9	27	32	19	14
0	*	*	*	*	*	*
0	359.1	20	28	26	20	6
0	318.1	9	18	33	15	24
0	*	*	*	*	*	*
0	323.7	8	25	33	20	14
0	308.3	3	15	34	37	11
0	337.3	20	26	16	24	14
0	280.8	0	9	17	39	35
0	*	*	*	*	*	*
0	311.2	0	24	24	33	18
0	328.1	9	25	34	23	9
0	317.1	3	24	35	26	12
0	*	*	*	*	*	*
0	327.5	7	23	42	18	10
0	316.8	9	26	17	17	30
0	*	*	*	*	*	*
0	314.3	6	22	21	39	12
0	284.2	0	5	25	51	19
0	331.4	7	22	48	19	4
0	303.1	7	10	35	13	36
0	317.4	12	14	29	26	18
0	318.6	5	20	35	26	14
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	284.7	0	8	27	45	20
0	318.1	8	19	32	21	18
0	327.5	3	41	21	24	10
0	317.6	8	8	53	13	20
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	325.5	5	37	26	26	5
0	308.8	0	14	45	23	18
0	300.7	5	2	42	30	21
0	283.4	0	3	28	53	15
0	336.8	15	8	62	15	0
0	319.8	5	17	44	22	12
0	259.8	0	0	10	24	67
0	315.6	0	17	52	9	22
0	290.9	0	0	38	55	7
0	307.0	7	23	18	24	29
0	302.1	5	13	32	28	23
0	323.4	10	19	25	36	11
0	300.3	6	11	30	14	38
0	324.7	4	22	49	14	12
0	336.8	15	10	55	20	0
0	322.5	6	21	40	22	12
0	291.5	1	9	29	44	16
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	312.1	4	19	33	27	16
0	312.5	3	15	42	22	19
0	325.5	5	37	26	26	5
0	*	*	*	*	*	*
0	302.7	3	13	30	38	16
0	325.9	5	32	26	37	0
0	289.9	5	0	50	30	15
0	314.9	3	27	27	30	13
0	342.3	9	35	39	13	4
0	313.2	11	11	30	44	4
0	339.4	5	45	35	15	0
0	324.1	0	35	35	25	5
0	332.1	5	27	41	23	5
0	319.7	24	16	12	32	16
0	282.6	0	14	29	33	24
0	265.4	9	0	18	36	36
0	318.7	14	21	14	50	0
0	*	*	*	*	*	*
0	325.4	29	7	21	14	29
0	293.3	13	0	25	38	25
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	278.8	8	8	15	38	31
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	311.3	9	9	27	27	27
0	*	*	*	*	*	*
0	354.9	0	69	6	25	0
0	317.7	0	25	50	13	13
0	349.4	17	28	22	33	0
0	334.6	11	22	44	22	0
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
