"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Level 3","Percentage Level 2","Percentage Level 1","Students with Scores"
"37","00000","0000000",,2017,1,"A","2824","2824",3,"3","405","367","343.8","26.43","27.25","46.32","367"
"37","00000","0000000",,2017,1,"A","2826","2826",3,"4","405","367","333.9","5.99","29.97","64.03","367"
"37","00000","0000000",,2017,1,"A","2826","2826",4,"4","462","400","433.1","7.75","25.75","66.50","400"
"37","00000","0000000",,2017,1,"A","2824","2824",4,"3","462","397","437.5","14.11","29.97","55.92","397"
"37","00000","0000000",,2017,1,"A","2824","2824",5,"3","449","397","538.2","12.34","36.27","51.39","397"
"37","00000","0000000",,2017,1,"A","2826","2826",5,"4","449","402","532.8","5.72","28.86","65.42","402"
"37","00000","0000000",,2017,1,"A","2826","2826",6,"4","459","390","633.3","2.82","28.72","68.46","390"
"37","00000","0000000",,2017,1,"A","2824","2824",6,"3","459","391","638.2","8.95","35.04","56.01","391"
"37","00000","0000000",,2017,1,"A","2824","2824",7,"3","495","430","738.9","14.88","28.84","56.28","430"
"37","00000","0000000",,2017,1,"A","2826","2826",7,"4","495","429","733.5","7.23","24.94","67.83","429"
"37","00000","0000000",,2017,1,"A","2826","2826",8,"4","473","408","834.5","7.35","29.66","62.99","408"
"37","00000","0000000",,2017,1,"A","2824","2824",8,"3","473","409","841.5","15.89","48.90","35.21","409"
"37","00000","0000000",,2017,1,"A","2824","2824",11,"3","500","433","944.7","27.25","35.33","37.41","433"
"37","00000","0000000",,2017,1,"A","2826","2826",11,"4","500","430","936.9","10.00","31.16","58.84","430"
"37","00000","0000000",,2017,1,"A","2826","2826",13,"4","3243","2826","","6.76","28.41","64.83","2826"
"37","00000","0000000",,2017,1,"A","2824","2824",13,"3","3243","2824","","17.14","34.60","48.26","2824"
"37","00000","0000000",,2017,3,"A","1869","1869",3,"3","262","232","343.4","25.43","28.88","45.69","232"
"37","00000","0000000",,2017,3,"A","1869","1869",3,"4","262","234","334.4","6.84","29.49","63.68","234"
"37","00000","0000000",,2017,3,"A","1869","1869",4,"4","290","249","433.2","8.43","24.10","67.47","249"
"37","00000","0000000",,2017,3,"A","1869","1869",4,"3","290","247","436.8","14.57","30.36","55.06","247"
"37","00000","0000000",,2017,3,"A","1869","1869",5,"3","312","277","539.7","15.88","35.02","49.10","277"
"37","00000","0000000",,2017,3,"A","1869","1869",5,"4","312","282","534.4","7.09","30.50","62.41","282"
"37","00000","0000000",,2017,3,"A","1869","1869",6,"4","294","245","634.1","2.86","30.61","66.53","245"
"37","00000","0000000",,2017,3,"A","1869","1869",6,"3","294","248","638.4","8.06","35.89","56.05","248"
"37","00000","0000000",,2017,3,"A","1869","1869",7,"3","341","295","738.8","14.58","30.17","55.25","295"
"37","00000","0000000",,2017,3,"A","1869","1869",7,"4","341","294","733.6","7.82","24.49","67.69","294"
"37","00000","0000000",,2017,3,"A","1869","1869",8,"4","322","273","834.5","7.69","27.11","65.20","273"
"37","00000","0000000",,2017,3,"A","1869","1869",8,"3","322","276","841.2","18.12","45.29","36.59","276"
"37","00000","0000000",,2017,3,"A","1869","1869",11,"3","340","294","945.5","29.25","35.37","35.37","294"
"37","00000","0000000",,2017,3,"A","1869","1869",11,"4","340","292","937.8","10.27","33.90","55.82","292"
"37","00000","0000000",,2017,3,"A","1869","1869",13,"4","2161","1869","","7.38","28.62","63.99","1869"
"37","00000","0000000",,2017,3,"A","1869","1869",13,"3","2161","1869","","18.08","34.56","47.35","1869"
"37","00000","0000000",,2017,4,"A","957","957",3,"4","143","133","333.0","4.51","30.83","64.66","133"
"37","00000","0000000",,2017,4,"A","955","955",3,"3","143","135","344.6","28.15","24.44","47.41","135"
"37","00000","0000000",,2017,4,"A","955","955",4,"3","172","150","438.6","13.33","29.33","57.33","150"
"37","00000","0000000",,2017,4,"A","957","957",4,"4","172","151","433.0","6.62","28.48","64.90","151"
"37","00000","0000000",,2017,4,"A","957","957",5,"4","137","120","529.3","2.50","25.00","72.50","120"
"37","00000","0000000",,2017,4,"A","955","955",5,"3","137","120","534.6","4.17","39.17","56.67","120"
"37","00000","0000000",,2017,4,"A","955","955",6,"3","165","143","637.9","10.49","33.57","55.94","143"
"37","00000","0000000",,2017,4,"A","957","957",6,"4","165","145","631.9","2.76","25.52","71.72","145"
"37","00000","0000000",,2017,4,"A","957","957",7,"4","154","135","733.3","5.93","25.93","68.15","135"
"37","00000","0000000",,2017,4,"A","955","955",7,"3","154","135","739.1","15.56","25.93","58.52","135"
"37","00000","0000000",,2017,4,"A","955","955",8,"3","151","133","842.0","11.28","56.39","32.33","133"
"37","00000","0000000",,2017,4,"A","957","957",8,"4","151","135","834.5","6.67","34.81","58.52","135"
"37","00000","0000000",,2017,4,"A","957","957",11,"4","160","138","934.8","9.42","25.36","65.22","138"
"37","00000","0000000",,2017,4,"A","955","955",11,"3","160","139","943.1","23.02","35.25","41.73","139"
"37","00000","0000000",,2017,4,"A","955","955",13,"3","1082","955","","15.29","34.66","50.05","955"
"37","00000","0000000",,2017,4,"A","957","957",13,"4","1082","957","","5.54","28.00","66.46","957"
"37","00000","0000000",,2017,6,"A","2004","2004",3,"3","276","251","342.6","24.70","25.90","49.40","251"
"37","00000","0000000",,2017,6,"A","1992","1992",3,"4","276","250","333.2","6.40","26.80","66.80","250"
"37","00000","0000000",,2017,6,"A","1992","1992",4,"4","319","276","431.2","6.16","24.28","69.57","276"
"37","00000","0000000",,2017,6,"A","2004","2004",4,"3","319","277","435.3","12.64","27.44","59.93","277"
"37","00000","0000000",,2017,6,"A","2004","2004",5,"3","321","277","535.6","10.11","31.41","58.48","277"
"37","00000","0000000",,2017,6,"A","1992","1992",5,"4","321","280","531.3","4.29","26.07","69.64","280"
"37","00000","0000000",,2017,6,"A","1992","1992",6,"4","329","271","632.7","2.95","29.89","67.16","271"
"37","00000","0000000",,2017,6,"A","2004","2004",6,"3","329","272","636.4","7.35","31.99","60.66","272"
"37","00000","0000000",,2017,6,"A","2004","2004",7,"3","354","303","736.9","14.52","25.08","60.40","303"
"37","00000","0000000",,2017,6,"A","1992","1992",7,"4","354","299","731.7","5.69","21.07","73.24","299"
"37","00000","0000000",,2017,6,"A","1992","1992",8,"4","330","271","831.9","5.54","26.57","67.90","271"
"37","00000","0000000",,2017,6,"A","2004","2004",8,"3","330","275","839.5","16.00","44.36","39.64","275"
"37","00000","0000000",,2017,6,"A","2004","2004",11,"3","396","349","943.3","25.79","33.24","40.97","349"
"37","00000","0000000",,2017,6,"A","1992","1992",11,"4","396","345","936.0","9.86","29.28","60.87","345"
"37","00000","0000000",,2017,6,"A","1992","1992",13,"4","2325","1992","","5.97","26.31","67.72","1992"
"37","00000","0000000",,2017,6,"A","2004","2004",13,"3","2325","2004","","16.12","31.39","52.50","2004"
"37","00000","0000000",,2017,7,"A","21","21",3,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",3,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",4,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",4,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",5,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",5,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",6,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",6,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",7,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",7,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",8,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",8,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",11,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",11,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,7,"A","21","21",13,"3","27","21","","4.76","38.10","57.14","21"
"37","00000","0000000",,2017,7,"A","21","21",13,"4","27","21","","0.00","28.57","71.43","21"
"37","00000","0000000",,2017,8,"A","279","279",3,"3","18","18","344.7","16.67","50.00","33.33","18"
"37","00000","0000000",,2017,8,"A","276","276",3,"4","18","17","332.1","5.88","23.53","70.59","17"
"37","00000","0000000",,2017,8,"A","276","276",4,"4","22","22","434.8","13.64","18.18","68.18","22"
"37","00000","0000000",,2017,8,"A","279","279",4,"3","22","22","430.6","9.09","18.18","72.73","22"
"37","00000","0000000",,2017,8,"A","279","279",5,"3","36","34","541.3","17.65","35.29","47.06","34"
"37","00000","0000000",,2017,8,"A","276","276",5,"4","36","35","533.8","5.71","20.00","74.29","35"
"37","00000","0000000",,2017,8,"A","276","276",6,"4","44","41","633.9","4.88","31.71","63.41","41"
"37","00000","0000000",,2017,8,"A","279","279",6,"3","44","41","639.5","9.76","36.59","53.66","41"
"37","00000","0000000",,2017,8,"A","279","279",7,"3","44","42","738.1","9.52","23.81","66.67","42"
"37","00000","0000000",,2017,8,"A","276","276",7,"4","44","41","734.4","12.20","9.76","78.05","41"
"37","00000","0000000",,2017,8,"A","276","276",8,"4","50","45","837.5","2.22","35.56","62.22","45"
"37","00000","0000000",,2017,8,"A","279","279",8,"3","50","47","845.3","14.89","59.57","25.53","47"
"37","00000","0000000",,2017,8,"A","279","279",11,"3","77","75","946.6","26.67","36.00","37.33","75"
"37","00000","0000000",,2017,8,"A","276","276",11,"4","77","75","939.2","14.67","40.00","45.33","75"
"37","00000","0000000",,2017,8,"A","276","276",13,"4","291","276","","9.06","28.26","62.68","276"
"37","00000","0000000",,2017,8,"A","279","279",13,"3","291","279","","16.49","37.63","45.88","279"
"37","00000","0000000",,2017,28,"A","11","11",4,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",4,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",5,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",5,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",6,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",6,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",8,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",8,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",11,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",11,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,28,"A","11","11",13,"3","12","11","","18.18","27.27","54.55","11"
"37","00000","0000000",,2017,28,"A","11","11",13,"4","12","11","","9.09","9.09","81.82","11"
"37","00000","0000000",,2017,31,"A","1762","1762",3,"4","248","223","335.6","7.17","31.39","61.43","223"
"37","00000","0000000",,2017,31,"A","1755","1755",3,"3","248","224","346.8","30.36","28.13","41.52","224"
"37","00000","0000000",,2017,31,"A","1755","1755",4,"3","263","234","439.2","14.96","34.62","50.43","234"
"37","00000","0000000",,2017,31,"A","1762","1762",4,"4","263","239","434.1","9.62","26.78","63.60","239"
"37","00000","0000000",,2017,31,"A","1762","1762",5,"4","260","244","534.6","8.20","31.56","60.25","244"
"37","00000","0000000",,2017,31,"A","1755","1755",5,"3","260","239","540.6","15.90","37.66","46.44","239"
"37","00000","0000000",,2017,31,"A","1755","1755",6,"3","281","249","640.9","11.24","38.15","50.60","249"
"37","00000","0000000",,2017,31,"A","1762","1762",6,"4","281","247","635.3","3.64","32.39","63.97","247"
"37","00000","0000000",,2017,31,"A","1762","1762",7,"4","311","281","735.0","7.47","26.69","65.84","281"
"37","00000","0000000",,2017,31,"A","1755","1755",7,"3","311","279","740.4","15.05","32.26","52.69","279"
"37","00000","0000000",,2017,31,"A","1755","1755",8,"3","276","251","844.2","20.72","50.20","29.08","251"
"37","00000","0000000",,2017,31,"A","1762","1762",8,"4","276","251","837.4","8.37","35.46","56.18","251"
"37","00000","0000000",,2017,31,"A","1762","1762",11,"4","309","277","938.5","11.55","34.30","54.15","277"
"37","00000","0000000",,2017,31,"A","1755","1755",11,"3","309","279","947.2","30.47","36.20","33.33","279"
"37","00000","0000000",,2017,31,"A","1755","1755",13,"3","1948","1755","","19.83","36.81","43.36","1755"
"37","00000","0000000",,2017,31,"A","1762","1762",13,"4","1948","1762","","8.06","31.21","60.73","1762"
"37","00000","0000000",,2017,74,"A","201","201",3,"3","26","24","340.0","12.50","37.50","50.00","24"
"37","00000","0000000",,2017,74,"A","202","202",3,"4","26","24","333.4","4.17","25.00","70.83","24"
"37","00000","0000000",,2017,74,"A","202","202",4,"4","35","29","429.0","10.34","24.14","65.52","29"
"37","00000","0000000",,2017,74,"A","201","201",4,"3","35","28","435.0","7.14","32.14","60.71","28"
"37","00000","0000000",,2017,74,"A","201","201",5,"3","25","21","524.8","0.00","23.81","76.19","21"
"37","00000","0000000",,2017,74,"A","202","202",5,"4","25","22","523.1","4.55","18.18","77.27","22"
"37","00000","0000000",,2017,74,"A","202","202",6,"4","40","35","633.4","2.86","34.29","62.86","35"
"37","00000","0000000",,2017,74,"A","201","201",6,"3","40","35","636.5","5.71","31.43","62.86","35"
"37","00000","0000000",,2017,74,"A","201","201",7,"3","37","34","738.6","14.71","32.35","52.94","34"
"37","00000","0000000",,2017,74,"A","202","202",7,"4","37","33","729.9","6.06","30.30","63.64","33"
"37","00000","0000000",,2017,74,"A","201","201",8,"3","34","31","839.9","16.13","38.71","45.16","31"
"37","00000","0000000",,2017,74,"A","202","202",8,"4","34","31","834.0","6.45","38.71","54.84","31"
"37","00000","0000000",,2017,74,"A","202","202",11,"4","36","28","934.5","7.14","32.14","60.71","28"
"37","00000","0000000",,2017,74,"A","201","201",11,"3","36","28","941.9","21.43","32.14","46.43","28"
"37","00000","0000000",,2017,74,"A","202","202",13,"4","233","202","","5.94","29.70","64.36","202"
"37","00000","0000000",,2017,74,"A","201","201",13,"3","233","201","","11.44","32.84","55.72","201"
"37","00000","0000000",,2017,75,"A","14","14",3,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",3,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",4,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",4,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",5,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",5,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",6,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",6,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",7,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",7,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",8,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",8,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",11,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",11,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,75,"A","14","14",13,"3","15","14","","0.00","85.71","14.29","14"
"37","00000","0000000",,2017,75,"A","14","14",13,"4","15","14","","7.14","21.43","71.43","14"
"37","00000","0000000",,2017,76,"A","138","138",3,"3","28","25","340.2","16.00","28.00","56.00","25"
"37","00000","0000000",,2017,76,"A","139","139",3,"4","28","25","329.3","0.00","16.00","84.00","25"
"37","00000","0000000",,2017,76,"A","139","139",4,"4","32","22","436.9","18.18","27.27","54.55","22"
"37","00000","0000000",,2017,76,"A","138","138",4,"3","32","23","439.6","26.09","26.09","47.83","23"
"37","00000","0000000",,2017,76,"A","138","138",5,"3","29","20","533.1","5.00","45.00","50.00","20"
"37","00000","0000000",,2017,76,"A","139","139",5,"4","29","21","528.0","4.76","19.05","76.19","21"
"37","00000","0000000",,2017,76,"A","139","139",6,"4","20","15","627.7","0.00","6.67","93.33","15"
"37","00000","0000000",,2017,76,"A","138","138",6,"3","20","13","632.1","0.00","15.38","84.62","13"
"37","00000","0000000",,2017,76,"A","138","138",7,"3","19","17","731.8","5.88","17.65","76.47","17"
"37","00000","0000000",,2017,76,"A","139","139",7,"4","19","17","734.1","5.88","17.65","76.47","17"
"37","00000","0000000",,2017,76,"A","139","139",8,"4","22","19","836.5","15.79","15.79","68.42","19"
"37","00000","0000000",,2017,76,"A","138","138",8,"3","22","20","842.3","10.00","55.00","35.00","20"
"37","00000","0000000",,2017,76,"A","138","138",11,"3","21","20","945.1","15.00","55.00","30.00","20"
"37","00000","0000000",,2017,76,"A","139","139",11,"4","21","20","936.7","5.00","35.00","60.00","20"
"37","00000","0000000",,2017,76,"A","139","139",13,"4","171","139","","7.19","20.14","72.66","139"
"37","00000","0000000",,2017,76,"A","138","138",13,"3","171","138","","12.32","35.51","52.17","138"
"37","00000","0000000",,2017,77,"A","123","123",3,"4","14","13","325.7","0.00","15.38","84.62","13"
"37","00000","0000000",,2017,77,"A","123","123",3,"3","14","12","336.1","25.00","16.67","58.33","12"
"37","00000","0000000",,2017,77,"A","123","123",4,"3","16","14","435.0","14.29","14.29","71.43","14"
"37","00000","0000000",,2017,77,"A","123","123",4,"4","16","13","427.7","7.69","23.08","69.23","13"
"37","00000","0000000",,2017,77,"A","123","123",5,"4","23","21","533.0","0.00","33.33","66.67","21"
"37","00000","0000000",,2017,77,"A","123","123",5,"3","23","21","536.7","0.00","47.62","52.38","21"
"37","00000","0000000",,2017,77,"A","123","123",6,"3","18","17","637.4","0.00","11.76","88.24","17"
"37","00000","0000000",,2017,77,"A","123","123",6,"4","18","17","629.6","0.00","11.76","88.24","17"
"37","00000","0000000",,2017,77,"A","123","123",7,"4","25","20","733.2","5.00","30.00","65.00","20"
"37","00000","0000000",,2017,77,"A","123","123",7,"3","25","20","736.6","15.00","20.00","65.00","20"
"37","00000","0000000",,2017,77,"A","123","123",8,"3","21","16","831.9","6.25","37.50","56.25","16"
"37","00000","0000000",,2017,77,"A","123","123",8,"4","21","16","822.8","0.00","18.75","81.25","16"
"37","00000","0000000",,2017,77,"A","123","123",11,"4","26","23","934.5","8.70","21.74","69.57","23"
"37","00000","0000000",,2017,77,"A","123","123",11,"3","26","23","940.3","17.39","39.13","43.48","23"
"37","00000","0000000",,2017,77,"A","123","123",13,"3","143","123","","10.57","28.46","60.98","123"
"37","00000","0000000",,2017,77,"A","123","123",13,"4","143","123","","3.25","22.76","73.98","123"
"37","00000","0000000",,2017,78,"A","1562","1562",3,"4","204","189","337.6","7.41","37.04","55.56","189"
"37","00000","0000000",,2017,78,"A","1564","1564",3,"3","204","191","348.3","32.98","27.75","39.27","191"
"37","00000","0000000",,2017,78,"A","1564","1564",4,"3","224","204","439.6","15.20","35.78","49.02","204"
"37","00000","0000000",,2017,78,"A","1562","1562",4,"4","224","205","435.4","6.83","29.27","63.90","205"
"37","00000","0000000",,2017,78,"A","1562","1562",5,"4","221","212","535.0","7.55","32.55","59.91","212"
"37","00000","0000000",,2017,78,"A","1564","1564",5,"3","221","208","541.3","18.75","35.10","46.15","208"
"37","00000","0000000",,2017,78,"A","1564","1564",6,"3","245","223","638.5","9.87","38.12","52.02","223"
"37","00000","0000000",,2017,78,"A","1562","1562",6,"4","245","219","632.9","3.20","26.94","69.86","219"
"37","00000","0000000",,2017,78,"A","1562","1562",7,"4","280","257","734.8","8.56","24.12","67.32","257"
"37","00000","0000000",,2017,78,"A","1564","1564",7,"3","280","256","740.4","14.84","32.42","52.73","256"
"37","00000","0000000",,2017,78,"A","1564","1564",8,"3","260","235","844.3","17.02","55.32","27.66","235"
"37","00000","0000000",,2017,78,"A","1562","1562",8,"4","260","234","837.2","8.55","32.48","58.97","234"
"37","00000","0000000",,2017,78,"A","1562","1562",11,"4","273","246","938.0","8.13","34.55","57.32","246"
"37","00000","0000000",,2017,78,"A","1564","1564",11,"3","273","247","945.7","26.32","38.87","34.82","247"
"37","00000","0000000",,2017,78,"A","1564","1564",13,"3","1707","1564","","19.05","37.92","43.03","1564"
"37","00000","0000000",,2017,78,"A","1562","1562",13,"4","1707","1562","","7.23","30.79","61.97","1562"
"37","00000","0000000",,2017,79,"A","*","*",3,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",3,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",4,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",4,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",5,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",5,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",7,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",7,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",8,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",8,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",11,"3","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",11,"4","*","*","*","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",13,"4","*","*","","*","*","*","*"
"37","00000","0000000",,2017,79,"A","*","*",13,"3","*","*","","*","*","*","*"
"37","00000","0000000",,2017,80,"A","649","649",3,"4","108","94","329.2","5.32","25.53","69.15","94"
"37","00000","0000000",,2017,80,"A","647","647",3,"3","108","94","337.8","20.21","22.34","57.45","94"
"37","00000","0000000",,2017,80,"A","647","647",4,"3","125","103","434.8","10.68","21.36","67.96","103"
"37","00000","0000000",,2017,80,"A","649","649",4,"4","125","106","431.3","8.49","19.81","71.70","106"
"37","00000","0000000",,2017,80,"A","649","649",5,"4","125","104","531.9","3.85","27.88","68.27","104"
"37","00000","0000000",,2017,80,"A","647","647",5,"3","125","105","536.1","5.71","36.19","58.10","105"
"37","00000","0000000",,2017,80,"A","647","647",6,"3","111","81","640.8","9.88","37.04","53.09","81"
"37","00000","0000000",,2017,80,"A","649","649",6,"4","111","82","636.7","2.44","41.46","56.10","82"
"37","00000","0000000",,2017,80,"A","649","649",7,"4","112","89","732.0","3.37","28.09","68.54","89"
"37","00000","0000000",,2017,80,"A","647","647",7,"3","112","90","737.6","17.78","22.22","60.00","90"
"37","00000","0000000",,2017,80,"A","647","647",8,"3","109","83","836.9","16.87","36.14","46.99","83"
"37","00000","0000000",,2017,80,"A","649","649",8,"4","109","84","830.4","4.76","25.00","70.24","84"
"37","00000","0000000",,2017,80,"A","649","649",11,"4","115","90","935.4","18.89","22.22","58.89","90"
"37","00000","0000000",,2017,80,"A","647","647",11,"3","115","91","944.8","36.26","25.27","38.46","91"
"37","00000","0000000",,2017,80,"A","647","647",13,"3","805","647","","16.54","28.44","55.02","647"
"37","00000","0000000",,2017,80,"A","649","649",13,"4","805","649","","6.78","26.81","66.41","649"
"37","00000","0000000",,2017,90,"A","447","447",3,"4","49","46","330.0","0.00","32.61","67.39","46"
"37","00000","0000000",,2017,90,"A","439","439",3,"3","49","45","340.1","20.00","28.89","51.11","45"
"37","00000","0000000",,2017,90,"A","439","439",4,"3","64","56","434.9","10.71","28.57","60.71","56"
"37","00000","0000000",,2017,90,"A","447","447",4,"4","64","61","429.1","1.64","21.31","77.05","61"
"37","00000","0000000",,2017,90,"A","447","447",5,"4","60","58","537.7","13.79","32.76","53.45","58"
"37","00000","0000000",,2017,90,"A","439","439",5,"3","60","57","545.3","21.05","47.37","31.58","57"
"37","00000","0000000",,2017,90,"A","439","439",6,"3","73","68","639.5","11.76","42.65","45.59","68"
"37","00000","0000000",,2017,90,"A","447","447",6,"4","73","67","630.1","0.00","28.36","71.64","67"
"37","00000","0000000",,2017,90,"A","447","447",7,"4","68","66","735.6","7.58","24.24","68.18","66"
"37","00000","0000000",,2017,90,"A","439","439",7,"3","68","65","742.4","15.38","32.31","52.31","65"
"37","00000","0000000",,2017,90,"A","439","439",8,"3","85","78","845.9","23.08","47.44","29.49","78"
"37","00000","0000000",,2017,90,"A","447","447",8,"4","85","79","840.9","7.59","43.04","49.37","79"
"37","00000","0000000",,2017,90,"A","447","447",11,"4","74","70","938.9","2.86","41.43","55.71","70"
"37","00000","0000000",,2017,90,"A","439","439",11,"3","74","70","947.3","22.86","42.86","34.29","70"
"37","00000","0000000",,2017,90,"A","439","439",13,"3","473","439","","18.00","39.41","42.60","439"
"37","00000","0000000",,2017,90,"A","447","447",13,"4","473","447","","4.92","32.44","62.64","447"
"37","00000","0000000",,2017,91,"A","524","524",3,"4","89","77","339.5","11.69","35.06","53.25","77"
"37","00000","0000000",,2017,91,"A","524","524",3,"3","89","80","349.6","32.50","35.00","32.50","80"
"37","00000","0000000",,2017,91,"A","524","524",4,"3","86","75","439.5","18.67","33.33","48.00","75"
"37","00000","0000000",,2017,91,"A","524","524",4,"4","86","75","435.7","14.67","30.67","54.67","75"
"37","00000","0000000",,2017,91,"A","524","524",5,"4","77","74","536.9","6.76","32.43","60.81","74"
"37","00000","0000000",,2017,91,"A","524","524",5,"3","77","73","541.4","12.33","31.51","56.16","73"
"37","00000","0000000",,2017,91,"A","524","524",6,"3","79","68","643.0","11.76","44.12","44.12","68"
"37","00000","0000000",,2017,91,"A","524","524",6,"4","79","69","636.9","4.35","30.43","65.22","69"
"37","00000","0000000",,2017,91,"A","524","524",7,"4","67","62","734.8","4.84","30.65","64.52","62"
"37","00000","0000000",,2017,91,"A","524","524",7,"3","67","61","739.5","13.11","34.43","52.46","61"
"37","00000","0000000",,2017,91,"A","524","524",8,"3","90","82","841.8","14.63","52.44","32.93","82"
"37","00000","0000000",,2017,91,"A","524","524",8,"4","90","82","834.3","8.54","23.17","68.29","82"
"37","00000","0000000",,2017,91,"A","524","524",11,"4","97","85","937.8","16.47","30.59","52.94","85"
"37","00000","0000000",,2017,91,"A","524","524",11,"3","97","85","945.1","34.12","30.59","35.29","85"
"37","00000","0000000",,2017,91,"A","524","524",13,"3","585","524","","20.23","37.40","42.37","524"
"37","00000","0000000",,2017,91,"A","524","524",13,"4","585","524","","9.92","30.34","59.73","524"
"37","00000","0000000",,2017,92,"A","529","529",3,"3","80","72","344.9","30.56","25.00","44.44","72"
"37","00000","0000000",,2017,92,"A","523","523",3,"4","80","72","333.7","8.33","25.00","66.67","72"
"37","00000","0000000",,2017,92,"A","523","523",4,"4","100","92","430.9","5.43","27.17","67.39","92"
"37","00000","0000000",,2017,92,"A","529","529",4,"3","100","93","435.4","7.53","36.56","55.91","93"
"37","00000","0000000",,2017,92,"A","529","529",5,"3","99","82","532.7","7.32","35.37","57.32","82"
"37","00000","0000000",,2017,92,"A","523","523",5,"4","99","84","527.9","3.57","20.24","76.19","84"
"37","00000","0000000",,2017,92,"A","523","523",6,"4","86","72","631.7","2.78","27.78","69.44","72"
"37","00000","0000000",,2017,92,"A","529","529",6,"3","86","73","637.2","9.59","32.88","57.53","73"
"37","00000","0000000",,2017,92,"A","529","529",7,"3","70","59","736.7","18.64","25.42","55.93","59"
"37","00000","0000000",,2017,92,"A","523","523",7,"4","70","57","731.8","8.77","26.32","64.91","57"
"37","00000","0000000",,2017,92,"A","523","523",8,"4","75","58","839.6","10.34","37.93","51.72","58"
"37","00000","0000000",,2017,92,"A","529","529",8,"3","75","60","845.5","23.33","43.33","33.33","60"
