CDS code	AP Examinations Passed 
37683383731213	46.6
37683380107185	14.8
37683380107201	22.0
37683380107193	15.0
37683383732781	60.7
37683383732997	24.7
37683380107102	4.8
37683380107078	24.6
37683380107086	45.1
37683383733508	70.6
37683380114025	22.0
37683383733698	28.9
37683383730181	55.4
37683383734431	71.6
37683383734654	38.0
37683383735750	41.1
37683380107052	36.4
37683380107029	55.2
37683383730371	42.4
37683383730884	80.5
37683383730173	39.5
37683383730314	57.1
37683383731189	54.2
