,District Code,AP pass rate
0,68023.0,0.9
1,68031.0,1.65
2,68106.0,1.085
3,68122.0,0.94
4,68130.0,0.9900000000000001
5,68171.0,0.4
6,68189.0,0.8899999999999999
7,68213.0,0.39
8,68296.0,1.7260000000000002
9,68304.0,0.78
10,68338.0,0.8557692307692307
11,68346.0,1.93
12,68411.0,0.8038461538461538
13,68452.0,0.8
14,73551.0,1.395
15,73569.0,1.035
16,73791.0,1.305
17,75614.0,0.85
