CDS code	AP Examinations Passed 
37683383731213	66.3
37683380107177	51.5
37683383732781	67.8
37683383732997	42.4
37683380107102	44.8
37683380107086	44.3
37683383733508	82.1
37683380114025	26.7
37683383733698	34.9
37683383730181	61.0
37683383734431	50.0
37683383734654	54.6
37683383735750	58.8
37683380107052	37.3
37683380107029	70.4
37683380107219	26.3
37683383730371	57.4
37683383730884	81.8
37683383730173	57.0
37683383730314	67.0
