CDS code	AP Examinations Passed 
37683383731213	70.0
37683380107177	29.8
37683383732781	69.1
37683383732997	56.1
37683380107078	0.0
37683380107102	45.7
37683380107086	38.7
37683383733508	78.7
37683380114025	29.6
37683383733698	51.5
37683383730181	66.4
37683383734431	67.6
37683383734654	58.9
37683383735750	60.1
37683380107052	27.7
37683380107029	67.5
37683380107219	25.3
37683383730371	62.5
37683383730884	85.7
37683383730173	53.9
37683383730314	73.0
