CDS code	AP Examinations Passed 
37683383731213	58.7
37683380107177	31.0
37683383732781	74.0
37683383732997	52.3
37683380107078	32.0
37683380107086	62.2
37683383733508	84.6
37683380114025	32.0
37683383733698	47.6
37683383730181	66.6
37683383734431	55.4
37683383734654	60.9
37683383735750	62.3
37683380107052	37.7
37683380107029	45.7
37683380107060	53.8
37683380107219	42.7
37683383730371	72.4
37683383730884	88.8
37683383730173	59.9
37683383730314	69.4
